BRG NO,Span Grp,Span Length,Span Length for cal,Span Type,LL:DL Ratio,Year BLT,Rating,>ST45,Semi-Trailer,B-Double,No of lane,Design Key,SPAN@ABS,DESIGNBM,DESIGNShear,HMLBM,HMLShear ,Rating BM,Rating Shear,Final BM,Final Shear,Allowance (DesignLoad),Allowance(FinalRating)
1,2,10.72,10.72,SGIRD,3.5,1967,NR,0,N,N,2,5,0.72,651.631,309.692,0,0,0,0,0,0,0.05,0.111
1,3,31.08,31.08,SGIRD,3.5,1967,NR,0,N,N,2,5,0.08,2615.713,360.767,0,0,0,0,0,0,0.05,0.111
1,4-6,13.35,13.35,SGIRD,3.5,1967,NR,0,N,N,2,5,0.35,923.354,331.382,0,0,0,0,0,0,0.05,0.111
1,7,12.03,12.03,SGIRD,3.5,1967,NR,0,N,N,2,5,0.03,786.729,322.001,0,0,0,0,0,0,0.05,0.111
1,8-15,13.35,13.35,SGIRD,3.5,1967,NR,0,N,N,2,5,0.35,923.354,331.382,0,0,0,0,0,0,0.05,0.111
1,16,13.65,13.65,PGIRD,4,1967,NR,0,N,N,2,5,0.65,953.782,333.062,0,0,0,0,0,0,0.05,0.111
1,7-22,13.95,13.95,PGIRD,4,1967,NR,0,N,N,2,5,0.95,984.21,334.742,0,0,0,0,0,0,0.05,0.111
1,23,13.71,13.71,PGIRD,4,1967,NR,0,N,N,2,5,0.71,959.868,333.398,0,0,0,0,0,0,0.05,0.111
1,1,10.3,10.3,SGIRD,3.5,1967,NR,0,N,N,2,5,0.3,610.057,305.135,0,0,0,0,0,0,0.05,0.111
2,4,19.81,19.81,CBOXG,5,1967,NR,0,Y,Y,2,5,0.81,1557.851,351.938,1824.880693,426.738,0,0,1824.881,426.738,0.05,0.111
2,5,25.9,25.9,CBOXG,5,1967,NR,0,Y,Y,2,5,0.9,2134.452,358.633,2879.647475,510.242,0,0,2879.647,510.242,0.05,0.111
2,2,21.94,21.94,CBOXG,5,1967,NR,0,Y,Y,2,5,0.94,1761.511,355.061,2107.718398,458.515,0,0,2107.718,458.515,0.05,0.111
2,3,18.89,18.89,CBOXG,5,1967,NR,0,Y,Y,2,5,0.89,1469.177,350.234,1701.95966,419.651,0,0,1701.96,419.651,0.05,0.111
2,1,14.02,14.02,CBOXG,5,1967,NR,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
3,4,19.5,19.5,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.5,1527.992,351.376,1783.457013,424.304,0,0,1783.457,424.304,0.05,0.111
3,5,20.72,20.72,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.72,1645.12,353.394,1946.029576,438.83,0,0,1946.03,438.83,0.05,0.111
3,6,9.75,9.75,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.75,557.895,298.565,584.049375,297.983,0,0,584.049,297.983,0.05,0.111
3,2,21.94,21.94,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.94,1761.511,355.061,2107.718398,458.515,0,0,2107.718,458.515,0.05,0.111
3,3,18.89,18.89,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.89,1469.177,350.234,1701.95966,419.651,0,0,1701.96,419.651,0.05,0.111
3,1,14.02,14.02,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
4,2,20.11,20.11,SBEAM,2.5,1966,NR,0,Y,Y,2,5,0.11,1586.688,352.452,1864.899427,429.848,0,0,1864.899,429.848,0.05,0.111
4,1,22.86,22.86,SBEAM,2.5,1966,NR,0,Y,Y,2,5,0.86,1848.763,356.102,2273.994339,472.342,0,0,2273.994,472.342,0.05,0.111
5,2,16.76,16.76,SGIRD,3.5,1966,NR,0,Y,Y,2,5,0.76,1261.96,345.095,1416.788004,404.067,0,0,1416.788,404.067,0.05,0.111
5,1,22.25,22.25,SGIRD,3.5,1966,NR,0,Y,Y,2,5,0.25,1790.93,355.42,2161.688797,463.239,0,0,2161.689,463.239,0.05,0.111
9,1,33.22,33.22,SGIRD,3.5,1967,NR,0,Y,Y,2,5,0.22,2812.884,361.147,4309.348179,568.967,0,0,4309.348,568.967,0.05,0.111
10,1,38.7,38.7,SGIRD,3.5,1967,NR,0,Y,Y,2,5,0.7,3311.915,361.347,5354.09393,595.852,0,0,5354.094,595.852,0.05,0.111
11,1,35.05,35.05,SGIRD,3.5,1967,NR,0,Y,Y,2,5,0.05,2980.445,361.321,4660.416709,579.14,0,0,4660.417,579.14,0.05,0.111
13,2,24.9,24.9,PBOXG,5,1977,NR,0,Y,N,2,5,0.9,2040.911,357.937,2668.445023,446.237,0,0,2668.445,446.237,0.05,0.111
13,1,32.94,32.94,PBOXG,5,1977,NR,0,Y,N,2,5,0.94,2787.18,361.112,4215.640906,462.683,0,0,4215.641,462.683,0.05,0.111
14,1,24.94,24.94,PGIRD,4,1976,NR,0,Y,Y,2,5,0.94,2044.668,357.969,2688.645095,499.456,0,0,2688.645,499.456,0.05,0.111
15,1,24.94,24.94,PGIRD,4,1976,ST51,51,Y,Y,2,5,0.94,2044.668,357.969,2688.645095,499.456,2906.764193,509.8765126,2906.764,509.877,0.05,0.111
16,2,38.31,38.31,PBOXG,5,1975,NR,0,Y,Y,2,5,0.31,3276.654,361.36,5280.349638,594.254,0,0,5280.35,594.254,0.05,0.111
16,1,49.07,49.07,PBOXG,5,1975,NR,0,Y,Y,2,5,0.07,4495.24,408.895,7286.782235,626.834,0,0,7286.782,626.834,0.05,0.111
18,2,30.17,30.17,CBOXG,5,1972,NR,0,Y,N,2,5,0.17,2531.412,360.531,3278.41659,458.468,0,0,3278.417,458.468,0.05,0.111
18,3-5,25.9,25.9,CBOXG,5,1972,NR,0,Y,N,2,5,0.9,2134.452,358.633,2860.520803,449.118,0,0,2860.521,449.118,0.05,0.111
18,6,32.3,32.3,CBOXG,5,1972,NR,0,Y,N,2,5,0.3,2728.279,361.009,3667.245821,461.801,0,0,3667.246,461.801,0.05,0.111
18,7,29.71,29.71,CBOXG,5,1972,NR,0,Y,N,2,5,0.71,2488.686,360.391,3494.801471,457.642,0,0,3494.801,457.642,0.05,0.111
18,8,32.45,32.45,CBOXG,5,1972,NR,0,Y,N,2,5,0.45,2742.084,361.033,3795.775919,462.008,0,0,3795.776,462.008,0.05,0.111
18,9,28.65,28.65,CBOXG,5,1972,NR,0,Y,N,2,5,0.65,2390.094,360.018,3283.297369,455.595,0,0,3283.297,455.595,0.05,0.111
18,10,29.01,29.01,CBOXG,5,1972,NR,0,Y,N,2,5,0.01,2423.582,360.161,3033.520648,456.337,0,0,3033.521,456.337,0.05,0.111
18,11,34.8,34.8,CBOXG,5,1972,NR,0,Y,N,2,5,0.8,2957.596,361.303,4453.416002,464.92,0,0,4453.416,464.92,0.05,0.111
18,12,26.97,26.97,CBOXG,5,1972,NR,0,Y,N,2,5,0.97,2234.112,359.259,3083.732635,451.88,0,0,3083.733,451.88,0.05,0.111
18,13,27.73,27.73,CBOXG,5,1972,NR,0,Y,N,2,5,0.73,2304.593,359.628,3152.64272,453.632,0,0,3152.643,453.632,0.05,0.111
18,14,27.43,27.43,CBOXG,5,1972,NR,0,Y,N,2,5,0.43,2276.776,359.484,2995.04128,452.943,0,0,2995.041,452.943,0.05,0.111
18,15,29.41,29.41,CBOXG,5,1972,NR,0,Y,N,2,5,0.41,2460.784,360.292,3297.10969,457.083,0,0,3297.11,457.083,0.05,0.111
18,16,36.57,36.57,CBOXG,5,1972,NR,0,Y,N,2,5,0.57,3118.879,361.374,4551.925791,466.704,0,0,4551.926,466.704,0.05,0.111
18,17,29.41,29.41,CBOXG,5,1972,NR,0,Y,N,2,5,0.41,2460.784,360.292,3297.10969,457.083,0,0,3297.11,457.083,0.05,0.111
18,18,36.57,36.57,CBOXG,5,1972,NR,0,Y,N,2,5,0.57,3118.879,361.374,4551.925791,466.704,0,0,4551.926,466.704,0.05,0.111
18,19,28.04,28.04,CBOXG,5,1972,NR,0,Y,N,2,5,0.04,2333.349,359.774,2921.971444,454.334,0,0,2921.971,454.334,0.05,0.111
18,1,26.82,26.82,CBOXG,5,1972,NR,0,Y,N,2,5,0.82,2220.146,359.173,3015.039483,451.497,0,0,3015.039,451.497,0.05,0.111
20,2,30.17,30.17,CBOXG,5,1972,NR,0,Y,N,2,5,0.17,2531.412,360.531,3278.41659,458.468,0,0,3278.417,458.468,0.05,0.111
20,3-5,25.9,25.9,CBOXG,5,1972,NR,0,Y,N,2,5,0.9,2134.452,358.633,2860.520803,449.118,0,0,2860.521,449.118,0.05,0.111
20,6,32.3,32.3,CBOXG,5,1972,NR,0,Y,N,2,5,0.3,2728.279,361.009,3667.245821,461.801,0,0,3667.246,461.801,0.05,0.111
20,7,29.71,29.71,CBOXG,5,1972,NR,0,Y,N,2,5,0.71,2488.686,360.391,3494.801471,457.642,0,0,3494.801,457.642,0.05,0.111
20,8,32.45,32.45,CBOXG,5,1972,NR,0,Y,N,2,5,0.45,2742.084,361.033,3795.775919,462.008,0,0,3795.776,462.008,0.05,0.111
20,9,28.65,28.65,CBOXG,5,1972,NR,0,Y,N,2,5,0.65,2390.094,360.018,3283.297369,455.595,0,0,3283.297,455.595,0.05,0.111
20,10,29.01,29.01,CBOXG,5,1972,NR,0,Y,N,2,5,0.01,2423.582,360.161,3033.520648,456.337,0,0,3033.521,456.337,0.05,0.111
20,11,34.8,34.8,CBOXG,5,1972,NR,0,Y,N,2,5,0.8,2957.596,361.303,4453.416002,464.92,0,0,4453.416,464.92,0.05,0.111
20,12,26.97,26.97,CBOXG,5,1972,NR,0,Y,N,2,5,0.97,2234.112,359.259,3083.732635,451.88,0,0,3083.733,451.88,0.05,0.111
20,13,27.73,27.73,CBOXG,5,1972,NR,0,Y,N,2,5,0.73,2304.593,359.628,3152.64272,453.632,0,0,3152.643,453.632,0.05,0.111
20,14-15,22.7,22.7,CBOXG,5,1972,NR,0,Y,N,2,5,0.7,1833.594,355.923,2244.537148,438.607,0,0,2244.537,438.607,0.05,0.111
20,16,29.87,29.87,CBOXG,5,1972,NR,0,Y,N,2,5,0.87,2503.567,360.443,3600.237088,457.94,0,0,3600.237,457.94,0.05,0.111
20,17,25.9,25.9,CBOXG,5,1972,NR,0,Y,N,2,5,0.9,2134.452,358.633,2860.520803,449.118,0,0,2860.521,449.118,0.05,0.111
20,18,21.33,21.33,CBOXG,5,1972,NR,0,Y,N,2,5,0.33,1703.386,354.26,2026.959101,432.778,0,0,2026.959,432.778,0.05,0.111
20,1,26.82,26.82,CBOXG,5,1972,NR,0,Y,N,2,5,0.82,2220.146,359.173,3015.039483,451.497,0,0,3015.039,451.497,0.05,0.111
23,1-4,0,5,SGIRD,3.5,1870,RoR,0,Y,Y,2,11,0,216.801,205.085,243.6525,217.854,0,0,243.652,217.854,0.001,0.111
24,1,0,5,SGIRD,3.5,1884,RoR,0,N,N,2,11,0,216.801,205.085,0,0,0,0,0,0,0.001,0.111
24,2-3,0,5,BARCH,3.5,1884,RoR,0,N,N,2,11,0,216.801,205.085,0,0,0,0,0,0,0.001,0.111
25,2,10.42,10.42,CSLAB,2.5,9999,NR,0,Y,Y,2,11,0.42,591.306,287.899,641.0598905,311.155,0,0,641.06,311.155,0.001,0
25,3,10.11,10.11,CSLAB,2.5,9999,NR,0,Y,Y,2,11,0.11,567.184,281.653,612.204138,305.527,0,0,612.204,305.527,0.001,0
25,1,11.58,11.58,CSLAB,2.5,9999,NR,0,Y,Y,2,11,0.58,702.04,311.304,766.8271534,333.785,0,0,766.827,333.785,0.001,0
26,2,40.23,40.23,PGIRD,4,1962,NR,0,Y,Y,2,5,0.23,3449.904,365.922,5642.582571,601.75,0,0,5642.583,601.75,0.05,0.111
26,3,25.6,25.6,PGIRD,4,1962,NR,0,Y,Y,2,5,0.6,2106.402,358.428,2819.978148,506.892,0,0,2819.978,506.892,0.05,0.111
26,1,25.6,25.6,PGIRD,4,1962,NR,0,Y,Y,2,5,0.6,2106.402,358.428,2819.978148,506.892,0,0,2819.978,506.892,0.05,0.111
28,1,8.83,8.83,CBEAM,2.5,1953,NR,0,Y,Y,2,5,0.83,475.619,286.299,518.119875,276.857,0,0,518.12,276.857,0.05,0.111
29,2,69.18,69.18,STRUS,2,1929,ST33.0,0,Y,Y,2,3,0.18,8467.62,632.17,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
29,3-6,69.49,69.49,STRUS,2,1929,ST33.0,0,Y,Y,2,3,0.49,8467.62,632.17,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
29,7,69.18,69.18,STRUS,2,1929,ST33.0,0,Y,Y,2,3,0.18,8467.62,632.17,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
29,8,28.04,28.04,SGIRD,3.5,1929,ST33.0,0,Y,Y,2,3,0.04,2252,384.906,3302.329275,531.251,0,0,3302.329,531.251,0.05,0.111
29,9,27.43,27.43,SGIRD,3.5,1929,ST33.0,0,Y,Y,2,3,0.43,2172.222,380.064,3182.186747,525.58,0,0,3182.187,525.58,0.05,0.111
29,1,27.43,27.43,SGIRD,3.5,1929,ST33.0,0,Y,Y,2,3,0.43,2172.222,380.064,3182.186747,525.58,0,0,3182.187,525.58,0.05,0.111
31,1,4.57,5,PPLNK,3.5,1976,RoR,0,Y,Y,2,5,0,234.016,215.295,243.6525,217.854,0,0,243.652,217.854,0.05,0.111
31,1,4.57,5,CSLAB,2.5,1939,RoR,0,Y,Y,2,3,0,216.91,189.05,243.6525,217.854,0,0,243.652,217.854,0.05,0.111
33,1,36.48,36.48,PPLNK,3.5,1972,ST61,61,Y,Y,2,5,0.48,3110.697,361.373,4933.115387,586.165,4709.105041,546.6826656,4933.115,586.165,0.05,0.111
36,2,12.19,12.19,SBEAM,2.5,1891,RoR,0,Y,Y,2,11,0.19,773.58,323.037,842.3788817,346.012,0,0,842.379,346.012,0.001,0.111
36,3,14.63,14.63,SBEAM,2.5,1891,RoR,0,Y,Y,2,11,0.63,1088.602,357.562,1139.269505,382.843,0,0,1139.27,382.843,0.001,0.111
36,1,14.63,14.63,SBEAM,2.5,1891,RoR,0,Y,Y,2,11,0.63,1088.602,357.562,1139.269505,382.843,0,0,1139.27,382.843,0.001,0.111
38,2,17.98,17.98,PGIRD,4,1971,NR,0,Y,Y,2,5,0.98,1381.009,348.282,1580.463865,413.608,0,0,1580.464,413.608,0.05,0.111
38,3,9.14,9.14,PGIRD,4,1971,NR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
38,1,9.14,9.14,PGIRD,4,1971,NR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
40,1,10.97,10.97,SBEAM,2.5,1873,ST42.5,0,Y,Y,2,11,0.97,634.104,298.981,692.2555805,321.14,0,0,692.256,321.14,0.001,0.111
41,1,12,12,PPLNK,3.5,1982,ST52.0,52,Y,Y,2,7,0,1191.96,445.5,818.8051083,342.547,935.4535299,393.2988658,935.454,393.299,0.05,0.111
41,1,9.6,9.6,PPLNK,3.5,1982,ST52.0,52,Y,Y,2,7,0.6,878.328,403.92,573.3,294.655,646.4675559,341.7138675,646.468,341.714,0.05,0.111
41,1,9.17,9.17,CBEAM,2.5,1930,ST52.0,52,Y,Y,2,3,0.17,430.428,226.793,542.485125,285.114,609.348939,330.510266,609.349,330.51,0.05,0.111
42,2,10.97,10.97,PUNIT,3.5,1974,NR,0,Y,Y,2,5,0.97,676.378,312.405,692.2555805,321.14,0,0,692.256,321.14,0.05,0.111
42,3,10.36,10.36,PUNIT,3.5,1974,NR,0,Y,Y,2,5,0.36,615.996,305.786,635.4749062,310.066,0,0,635.475,310.066,0.05,0.111
42,1,9.44,9.44,PUNIT,3.5,1974,NR,0,Y,Y,2,5,0.44,530.037,294.455,561.834,291.105,0,0,561.834,291.105,0.05,0.111
43,2,8.16,8.16,SGIRD,3.5,1909,RoR,0,Y,Y,2,11,0.16,426.622,239.465,470.106,259.18,0,0,470.106,259.18,0.001,0.111
43,3,7.25,7.25,SGIRD,3.5,1909,RoR,0,Y,Y,2,11,0.25,362.034,230.306,404.893125,241.872,0,0,404.893,241.872,0.001,0.111
43,4,11.43,11.43,SGIRD,3.5,1909,RoR,0,Y,Y,2,11,0.43,685.074,308.273,748.263598,330.656,0,0,748.264,330.656,0.001,0.111
43,1,5.02,5.02,SGIRD,3.5,1909,RoR,0,Y,Y,2,11,0.02,218.076,205.358,245.08575,218.083,0,0,245.086,218.083,0.001,0.111
44,1-3,11.58,11.58,SGIRD,3.5,1941,RoR,0,Y,Y,2,4,0.58,518.886,230.727,766.8271534,333.785,0,0,766.827,333.785,0.05,0.111
45,1-6,6.09,6.09,CSLAB,2.5,1952,ST59,59,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,360.8225507,268.8048431,360.823,268.805,0.05,0.111
46,4,32.91,32.91,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.91,2784.419,361.107,4249.686236,567.128,0,0,4249.686,567.128,0.05,0.111
46,5,28.95,28.95,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.95,2418.001,360.138,3480.808947,539.064,0,0,3480.809,539.064,0.05,0.111
46,6,23.46,23.46,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.46,1905.437,356.696,2392.212584,480.642,0,0,2392.213,480.642,0.05,0.111
46,2,32.91,32.91,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.91,2784.419,361.107,4249.686236,567.128,0,0,4249.686,567.128,0.05,0.111
46,3,38.4,38.4,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.4,3284.791,361.357,5297.367551,594.623,0,0,5297.368,594.623,0.05,0.111
46,1,27.43,27.43,CBEAM,2.5,1967,NR,0,Y,Y,2,5,0.43,2276.776,359.484,3182.186747,525.58,0,0,3182.187,525.58,0.05,0.111
48,2,32.18,32.18,SGIRD,3.5,1967,NR,0,N,N,2,5,0.18,2717.235,360.989,0,0,0,0,0,0,0.05,0.111
48,3,23.77,23.77,SGIRD,3.5,1967,NR,0,N,N,2,5,0.77,1934.686,356.991,0,0,0,0,0,0,0.05,0.111
48,1,25.96,25.96,SGIRD,3.5,1967,NR,0,N,N,2,5,0.96,2140.062,358.674,0,0,0,0,0,0,0.05,0.111
49,1,28.95,28.95,SGIRD,3.5,1967,NR,0,N,N,2,5,0.95,2418.001,360.138,0,0,0,0,0,0,0.05,0.111
50,2,31.08,31.08,SGIRD,3.5,1958,NR,0,N,N,2,5,0.08,2615.713,360.767,0,0,0,0,0,0,0.05,0.111
50,3,30.78,30.78,SGIRD,3.5,1958,NR,0,N,N,2,5,0.78,2587.939,360.692,0,0,0,0,0,0,0.05,0.111
50,4,39.92,39.92,SBASC,2.5,1958,NR,0,N,N,2,5,0.92,3422.001,364.523,0,0,0,0,0,0,0.05,0.111
50,5,30.78,30.78,SGIRD,3.5,1958,NR,0,N,N,2,5,0.78,2587.939,360.692,0,0,0,0,0,0,0.05,0.111
50,6,31.08,31.08,SGIRD,3.5,1958,NR,0,N,N,2,5,0.08,2615.713,360.767,0,0,0,0,0,0,0.05,0.111
50,7,30.78,30.78,SGIRD,3.5,1958,NR,0,N,N,2,5,0.78,2587.939,360.692,0,0,0,0,0,0,0.05,0.111
50,1,30.78,30.78,SGIRD,3.5,1958,NR,0,N,N,2,5,0.78,2587.939,360.692,0,0,0,0,0,0,0.05,0.111
51,1,22.86,22.86,SGIRD,3.5,1959,NR,0,N,N,2,5,0.86,1848.763,356.102,0,0,0,0,0,0,0.05,0.111
52,1-2,7.62,7.62,CSLAB,2.5,1957,ST53,53,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,483.7754466,288.7681685,483.775,288.768,0.05,0.111
52,1-2,7.58,7.58,PPLNK,3.5,1984,ST53,53,Y,Y,2,7,0.58,614.354,370.59,428.54175,247.631,480.5609918,288.2687835,480.561,288.269,0.05,0.111
53,1,4.87,5,CSLAB,2.5,1941,ST59.0,59,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,273.2286575,248.7915923,273.229,248.792,0.05,0.111
53,2,5.48,5.48,CSLAB,2.5,1941,ST59.0,59,Y,Y,2,4,0.48,198.226,169.22,278.0505,223.358,311.8021151,257.8177028,311.802,257.818,0.05,0.111
53,3,4.87,5,CSLAB,2.5,1941,ST59.0,59,Y,Y,2,4,0,180.86,164.07,243.6525,217.854,273.2286575,248.7915923,273.229,248.792,0.05,0.111
55,1,7.16,7.16,CSLAB,2.5,1954,ST42.5,0,Y,Y,2,5,0.16,339.679,263.034,398.4435,240.302,0,0,398.443,240.302,0.05,0.111
55,1,7.16,7.16,CBEAM,2.5,1929,ST42.5,0,Y,Y,2,3,0.16,314.742,208.443,398.4435,240.302,0,0,398.443,240.302,0.05,0.111
56,2-5,9.14,9.14,CBEAM,2.5,1954,ST57,57,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,606.7592681,329.7286194,606.759,329.729,0.05,0.111
56,6,8.53,8.53,CBEAM,2.5,1954,ST57,57,Y,Y,2,5,0.53,449.363,282.204,496.621125,268.942,556.9042932,310.7736889,556.904,310.774,0.05,0.111
56,1,8.53,8.53,CBEAM,2.5,1954,ST57,57,Y,Y,2,5,0.53,449.363,282.204,496.621125,268.942,556.9042932,310.7736889,556.904,310.774,0.05,0.111
57,1,9.14,9.14,PUNIT,3.5,1959,NR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
58,1-2,9.14,9.14,PUNIT,3.5,1959,T31,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
64,1-4,7.5,7.5,SBEAM,2.5,1913,ST56.0,56,Y,Y,2,11,0.5,379.737,232.134,422.80875,246.235,474.1320822,287.2700135,474.132,287.27,0.001,0.111
65,3-4,51.99,51.99,STRUS,2,1955,NR,0,Y,Y,2,5,0.99,4949.048,423.03,7822.650431,632.709,0,0,7822.65,632.709,0.05,0.111
65,5,53.03,53.03,STRUS,2,1955,NR,0,Y,Y,2,5,0.03,5115.658,428.058,8012.7519,634.589,0,0,8012.752,634.589,0.05,0.111
65,6,52.05,52.05,STRUS,2,1955,NR,0,Y,Y,2,5,0.05,4958.634,423.32,7833.621774,632.819,0,0,7833.622,632.819,0.05,0.111
65,7-8,52.27,52.27,STRUS,2,1955,NR,0,Y,Y,2,5,0.27,4993.868,424.384,7873.83698,633.217,0,0,7873.837,633.217,0.05,0.111
65,9,51.93,51.93,STRUS,2,1955,NR,0,Y,Y,2,5,0.93,4939.583,422.74,7811.661291,632.595,0,0,7811.661,632.595,0.05,0.111
65,10,19.35,19.35,SGIRD,3.5,1955,NR,0,Y,Y,2,5,0.35,1513.544,351.104,1763.413296,423.127,0,0,1763.413,423.127,0.05,0.111
65,11,18.74,18.74,SGIRD,3.5,1955,NR,0,Y,Y,2,5,0.74,1454.646,349.913,1681.934708,418.658,0,0,1681.935,418.658,0.05,0.111
65,2,19.35,19.35,SGIRD,3.5,1955,NR,0,Y,Y,2,5,0.35,1513.544,351.104,1763.413296,423.127,0,0,1763.413,423.127,0.05,0.111
65,1,18.74,18.74,SGIRD,3.5,1955,NR,0,Y,Y,2,5,0.74,1454.646,349.913,1681.934708,418.658,0,0,1681.935,418.658,0.05,0.111
66,1-8,30.48,30.48,PGIRD,4,1964,NR,0,Y,N,2,5,0.48,2560.139,360.613,3503.247659,458.99,0,0,3503.248,458.99,0.05,0.111
66,9,91.44,91.44,PARCH,,1964,NR,0,Y,N,2,5,0.44,6298.8,461.68,7918.117003,474.927,0,0,7918.117,474.927,0.05,0.111
66,10-17,30.48,30.48,PGIRD,4,1964,NR,0,Y,N,2,5,0.48,2560.139,360.613,3503.247659,458.99,0,0,3503.248,458.99,0.05,0.111
68,2-3,21.94,21.94,PBOXG,5,1964,NR,0,Y,N,2,5,0.94,1761.511,355.061,2107.718398,435.532,0,0,2107.718,435.532,0.05,0.111
68,4-5,24.38,24.38,PBOXG,5,1964,NR,0,Y,N,2,5,0.38,1992.075,357.517,2501.033778,444.583,0,0,2501.034,444.583,0.05,0.111
68,6,50.29,50.29,PBOXG,5,1964,NR,0,Y,N,2,5,0.29,4682.556,414.804,6222.936368,473.677,0,0,6222.936,473.677,0.05,0.111
68,7,15.84,15.84,PBOXG,5,1964,NR,0,Y,N,2,5,0.84,1171.625,342.257,1293.517065,395.785,0,0,1293.517,395.785,0.05,0.111
68,1,19.05,19.05,PBOXG,5,1964,NR,0,Y,N,2,5,0.05,1484.649,350.559,1723.325864,420.669,0,0,1723.326,420.669,0.05,0.111
73,2-4,17.37,17.37,PGIRD,4,1965,NR,0,Y,Y,2,5,0.37,1321.558,346.745,1498.690995,408.977,0,0,1498.691,408.977,0.05,0.111
73,5,88.08,88.08,PARCH,,1965,NR,0,Y,Y,2,5,0.08,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
73,6-8,17.37,17.37,PGIRD,4,1965,NR,0,Y,Y,2,5,0.37,1321.558,346.745,1498.690995,408.977,0,0,1498.691,408.977,0.05,0.111
73,9,17.06,17.06,PGIRD,4,1965,NR,0,Y,Y,2,5,0.06,1291.346,345.963,1457.134291,406.624,0,0,1457.134,406.624,0.05,0.111
73,1,17.06,17.06,PGIRD,4,1965,NR,0,Y,Y,2,5,0.06,1291.346,345.963,1457.134291,406.624,0,0,1457.134,406.624,0.05,0.111
75,2-6,30.99,30.99,SGIRD,3.5,1963,NR,0,Y,Y,2,5,0.99,2607.399,360.748,3878.438844,554.621,0,0,3878.439,554.621,0.05,0.111
75,7,30.75,30.75,SGIRD,3.5,1963,NR,0,Y,Y,2,5,0.75,2585.159,360.684,3831.763615,552.87,0,0,3831.764,552.87,0.05,0.111
75,1,30.75,30.75,SGIRD,3.5,1963,NR,0,Y,Y,2,5,0.75,2585.159,360.684,3831.763615,552.87,0,0,3831.764,552.87,0.05,0.111
77,1-3,9.14,9.14,SGIRD,3.5,1912,RoR,0,Y,Y,2,11,0.14,496.927,261.657,540.33525,284.448,0,0,540.335,284.448,0.001,0.111
78,2,12.19,12.19,SGIRD,3.5,1911,RoR,0,Y,Y,2,11,0.19,773.58,323.037,842.3788817,346.012,0,0,842.379,346.012,0.001,0.111
78,1,13.71,13.71,SGIRD,3.5,1911,RoR,0,Y,Y,2,11,0.71,969.247,346.576,1028.986329,371.126,0,0,1028.986,371.126,0.001,0.111
79,2-4,11.06,11.06,CBEAM,2.5,1946,ST57.0,57,Y,Y,2,4,0.06,484.722,225.61,702.4734949,322.937,800.2781324,374.644182,800.278,374.644,0.05,0.111
79,5,10.88,10.88,CBEAM,2.5,1946,ST57.0,57,Y,Y,2,4,0.88,473.7,223.825,683.878104,319.506,778.3715059,370.8953413,778.372,370.895,0.05,0.111
79,1,10.88,10.88,CBEAM,2.5,1946,ST57.0,57,Y,Y,2,4,0.88,473.7,223.825,683.878104,319.506,778.3715059,370.8953413,778.372,370.895,0.05,0.111
81,1,17.31,17.31,BARCH,3.5,1920,RoR,0,Y,Y,2,11,0.31,1430.859,381.641,1490.647762,408.522,0,0,1490.648,408.522,0.001,0.111
82,1,10.66,10.66,PPLNK,3.5,1974,ST45,45,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,639.2844009,310.4785435,663.4,315.512,0.05,0.111
82,2,13.71,13.71,PPLNK,3.5,1974,ST45,45,Y,Y,2,5,0.71,959.868,333.398,1028.986329,371.126,1015.175634,363.1018338,1028.986,371.126,0.05,0.111
83,2-5,36.57,36.57,PBOXG,5,1972,NR,0,Y,N,2,5,0.57,3118.879,361.374,4551.925791,466.704,0,0,4551.926,466.704,0.05,0.111
