BRG NO,Span Grp,Span Length,Span Length for cal,Span Type,LL:DL Ratio,Year BLT,Rating,>ST45,Semi-Trailer,B-Double,No of lane,Design Key,SPAN@ABS,DESIGNBM,DESIGNShear,HMLBM,HMLShear ,Rating BM,Rating Shear,Final BM,Final Shear,Allowance (DesignLoad),Allowance(FinalRating)
6084,4,1.92,5,PUNIT,3.5,2015,NR,0,Y,Y,2,9,0,268.125,264,243.6525,217.854,0,0,243.652,217.854,0.05,0.111
6084,5,14.93,14.93,PUNIT,3.5,2015,NR,0,Y,Y,2,9,0.93,2145.895,640.805,1175.037126,386.412,0,0,1175.037,386.412,0.05,0.111
6084,3,11.99,11.99,PUNIT,3.5,1963,NR,0,Y,Y,2,5,0.99,782.559,321.681,817.567538,342.338,0,0,817.568,342.338,0.05,0.111
6084,1,14.93,14.93,PUNIT,3.5,1963,NR,0,Y,Y,2,5,0.93,1081.736,338.976,1175.037126,386.412,0,0,1175.037,386.412,0.05,0.111
6091,1-6,21.3,21.3,SGIRD,3.5,1979,,0,Y,Y,2,7,0.3,2953.368,684,2022.987332,447.919,0,0,2022.987,447.919,0.05,0.111
6094,1,17.37,17.37,SGIRD,3.5,1969,NR,0,Y,Y,2,5,0.37,1321.558,346.745,1498.690995,408.977,0,0,1498.691,408.977,0.05,0.111
6095,1,5.51,5.51,CSLAB,2.5,1935,ST51.0,51,Y,Y,2,3,0.51,239.034,193.599,280.200375,223.702,307.3822397,252.7648382,307.382,252.765,0.05,0.111
6095,2,6.1,6.1,CSLAB,2.5,1935,ST51.0,51,Y,Y,2,3,0.1,264.819,198.872,322.48125,230.139,353.764726,263.0926568,353.765,263.093,0.05,0.111
6095,3,5.51,5.51,CSLAB,2.5,1935,ST51.0,51,Y,Y,2,3,0.51,239.034,193.599,280.200375,223.702,307.3822397,252.7648382,307.382,252.765,0.05,0.111
6095,1,5.51,5.51,PPLNK,3.5,1981,ST51.0,51,Y,Y,2,7,0.51,353.549,310.596,280.200375,223.702,307.3822397,252.7648382,307.382,252.765,0.05,0.111
6095,2,6.1,6.1,PPLNK,3.5,1981,ST51.0,51,Y,Y,2,7,0.1,420.948,332.829,322.48125,230.139,353.764726,263.0926568,353.765,263.093,0.05,0.111
6095,3,5.51,5.51,PPLNK,3.5,1981,ST51.0,51,Y,Y,2,7,0.51,353.549,310.596,280.200375,223.702,307.3822397,252.7648382,307.382,252.765,0.05,0.111
6107,1-6,38.1,38.1,PGIRD,4,1964,NR,0,Y,N,2,5,0.1,3257.668,361.368,4290.403326,468.027,0,0,4290.403,468.027,0.05,0.111
6107,7,22.86,22.86,PGIRD,4,1964,NR,0,Y,N,2,5,0.86,1848.763,356.102,2273.994339,439.248,0,0,2273.994,439.248,0.05,0.111
6110,2,21.64,21.64,SGIRD,3.5,1958,T44,0,Y,Y,2,5,0.64,1732.925,354.667,2068.000711,453.548,0,0,2068.001,453.548,0.05,0.111
6110,3,21.33,21.33,SGIRD,3.5,1958,T44,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
6110,1,21.33,21.33,SGIRD,3.5,1958,T44,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
6111,1-4,11.88,11.88,PGIRD,4,1962,ST63,63,Y,Y,2,5,0.88,771.091,320.686,803.9542641,340.043,918.1970961,390.9174168,918.197,390.917,0.05,0.111
6129,3-4,22.86,22.86,TTRUS,1.5,1893,TIMBER,0,N,N,2,11,0.86,2121.83,410.461,0,0,0,0,0,0,0.05,0.111
6129,1,9.14,9.14,TBEAM,,1893,TIMBER,0,N,N,1,11,0.14,496.927,261.657,0,0,0,0,0,0,0.05,0.111
6129,2,10.66,10.66,TBEAM,,1893,TIMBER,0,N,N,1,11,0.66,609.982,292.735,0,0,0,0,0,0,0.05,0.111
6129,5,10.66,10.66,TBEAM,,1893,TIMBER,0,N,N,2,11,0.66,609.982,292.735,0,0,0,0,0,0,0.05,0.111
6129,6,9.14,9.14,TBEAM,,1893,TIMBER,0,N,N,2,11,0.14,496.927,261.657,0,0,0,0,0,0,0.05,0.111
6168,1,9.14,9.14,TBEAM,,1894,TIMBER,0,N,N,1,11,0.14,496.927,261.657,0,0,0,0,0,0,0.05,0.111
6168,2-5,10.66,10.66,TBEAM,,1894,TIMBER,0,N,N,2,11,0.66,609.982,292.735,0,0,0,0,0,0,0.05,0.111
6168,6,10.97,10.97,TBEAM,,1894,TIMBER,0,N,N,2,11,0.97,634.104,298.981,0,0,0,0,0,0,0.05,0.111
6168,7,10.36,10.36,TBEAM,,1894,TIMBER,0,N,N,2,11,0.36,586.637,286.69,0,0,0,0,0,0,0.05,0.111
6168,8,10.97,10.97,TBEAM,,1894,TIMBER,0,N,N,2,11,0.97,634.104,298.981,0,0,0,0,0,0,0.05,0.111
6168,9,9.44,9.44,TBEAM,,1894,TIMBER,0,N,N,2,11,0.44,518.45,267.859,0,0,0,0,0,0,0.05,0.111
6188,1,6.09,6.09,CSLAB,2.5,1973,ST53.0,53,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,360.8225507,268.8048431,360.823,268.805,0.05,0.111
6188,2,7.62,7.62,CSLAB,2.5,1973,ST53.0,53,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,483.7754466,288.7681685,483.775,288.768,0.05,0.111
6188,3,6.09,6.09,CSLAB,2.5,1973,ST53.0,53,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,360.8225507,268.8048431,360.823,268.805,0.05,0.111
6188,1,6.09,6.09,CSLAB,2.5,1940,ST53.0,53,Y,Y,2,4,0.09,220.795,175.728,321.764625,230.057,360.8225507,268.8048431,360.823,268.805,0.05,0.111
6188,2,7.62,7.62,CSLAB,2.5,1940,ST53.0,53,Y,Y,2,4,0.62,291.093,191.335,431.40825,248.329,483.7754466,288.7681685,483.775,288.768,0.05,0.111
6188,3,6.09,6.09,CSLAB,2.5,1940,ST53.0,53,Y,Y,2,4,0.09,220.795,175.728,321.764625,230.057,360.8225507,268.8048431,360.823,268.805,0.05,0.111
6191,1-9,7.62,7.62,CSLAB,2.5,1960,ST53,53,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,483.7754466,288.7681685,483.775,288.768,0.05,0.111
6194,1-2,13.71,13.71,SBEAM,2.5,1962,T44,0,Y,Y,2,5,0.71,959.868,333.398,1028.986329,371.126,0,0,1028.986,371.126,0.05,0.111
6195,1-2,10.66,10.66,SBEAM,2.5,1960,T44,0,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,0,0,663.4,315.512,0.05,0.111
6196,1-2,21.33,21.33,SGIRD,3.5,1966,NR,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
6197,2,9.14,9.14,SBEAM,2.5,1963,NR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6197,3,8.22,8.22,SBEAM,2.5,1963,NR,0,Y,Y,2,5,0.22,422.231,277.972,474.40575,260.763,0,0,474.406,260.763,0.05,0.111
6197,1,8.22,8.22,SBEAM,2.5,1963,NR,0,Y,Y,2,5,0.22,422.231,277.972,474.40575,260.763,0,0,474.406,260.763,0.05,0.111
6198,2,18.28,18.28,SGIRD,3.5,1963,NR,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
6198,3,15.24,15.24,SGIRD,3.5,1963,NR,0,Y,Y,2,5,0.24,1112.389,340.126,1214.849807,389.685,0,0,1214.85,389.685,0.05,0.111
6198,1,15.24,15.24,SGIRD,3.5,1963,NR,0,Y,Y,2,5,0.24,1112.389,340.126,1214.849807,389.685,0,0,1214.85,389.685,0.05,0.111
6201,1,10.66,10.66,CBEAM,2.5,1937,ST52.0,52,Y,Y,1,3,0.66,524.097,240.864,663.399828,315.512,754.0277549,366.2054616,754.028,366.205,0.05,0.111
6206,1,6.7,6.7,CSLAB,2.5,1935,ST52.0,52,Y,Y,2,3,0.7,291.993,204.284,365.47875,235.053,409.8429863,276.9981874,409.843,276.998,0.05,0.111
6208,1,5.18,5.18,CSLAB,2.5,1935,ST28.0,0,Y,N,1,3,0.18,224.718,190.656,256.55175,219.918,0,0,256.552,219.918,0.05,0.111
6208,2-4,6.7,6.7,CSLAB,2.5,1935,ST28.0,0,Y,N,2,3,0.7,291.993,204.284,365.47875,235.053,0,0,365.479,235.053,0.05,0.111
6208,5,5.18,5.18,CSLAB,2.5,1935,ST28.0,0,Y,N,2,3,0.18,224.718,190.656,256.55175,219.918,0,0,256.552,219.918,0.05,0.111
6235,7-8,42.76,42.76,STRUS,2,1888,TIMBER,0,N,N,1,11,0.76,4475.289,440.294,0,0,0,0,0,0,0.05,0.111
6235,1-2,6.01,6.01,TBEAM,,2015,TIMBER,0,N,N,2,9,0.01,372.364,302.854,0,0,0,0,0,0,0.05,0.111
6235,3-6,8,8,TBEAM,,2015,TIMBER,0,N,N,2,9,0,632.5,378.125,0,0,0,0,0,0,0.05,0.111
6235,9-10,8.03,8.03,TBEAM,,2015,TIMBER,0,N,N,2,9,0.03,637.657,379.156,0,0,0,0,0,0,0.05,0.111
6235,10-12,8,8,TBEAM,,2015,TIMBER,0,N,N,2,9,0,632.5,378.125,0,0,0,0,0,0,0.05,0.111
6237,1-3,28.34,28.34,XTRUS,1.5,1921,TIMBER,0,N,N,1,11,0.34,2785.184,425.201,0,0,0,0,0,0,0.05,0.111
6237,4,8.53,8.53,TBEAM,,1921,TIMBER,0,N,N,2,11,0.53,453.166,247.965,0,0,0,0,0,0,0.05,0.111
6237,5,7.62,7.62,TBEAM,,1921,TIMBER,0,N,N,2,11,0.62,388.235,233.011,0,0,0,0,0,0,0.05,0.111
6238,1-5,9.14,9.14,SBEAM,2.5,1967,NR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6241,1-5,12.34,12.34,SBEAM,2.5,1973,T44,0,Y,Y,2,5,0.34,819.047,324.373,860.9897555,348.748,0,0,860.99,348.748,0.05,0.111
6242,1-5,12.34,12.34,SBEAM,2.5,1966,T44,0,Y,Y,2,5,0.34,819.047,324.373,860.9897555,348.748,0,0,860.99,348.748,0.05,0.111
6243,1-3,10.66,10.66,PPLNK,3.5,1970,ST47,47,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,672.0682163,326.4005201,672.068,326.401,0.05,0.111
6244,2,8.53,8.53,CBEAM,2.5,1942,ST44.0,0,Y,Y,2,4,0.53,339.281,200.386,496.621125,268.942,0,0,496.621,268.942,0.05,0.111
6244,3,7.92,7.92,CBEAM,2.5,1942,ST44.0,0,Y,Y,2,4,0.92,306.738,194.347,452.907,253.563,0,0,452.907,253.563,0.05,0.111
6244,2,8.53,8.53,CBEAM,2.5,1967,ST44.0,0,Y,Y,2,5,0.53,449.363,282.204,496.621125,268.942,0,0,496.621,268.942,0.05,0.111
6244,3,7.92,7.92,CBEAM,2.5,1967,ST44.0,0,Y,Y,2,5,0.92,396.948,273.832,452.907,253.563,0,0,452.907,253.563,0.05,0.111
6244,1,7.92,7.92,CBEAM,2.5,1967,ST44.0,0,Y,Y,2,5,0.92,396.948,273.832,452.907,253.563,0,0,452.907,253.563,0.05,0.111
6244,1,7.92,7.92,CBEAM,2.5,1942,ST44.0,0,Y,Y,2,4,0.92,306.738,194.347,452.907,253.563,0,0,452.907,253.563,0.05,0.111
6245,1,22.03,22.03,SGIRD,3.5,1977,,0,Y,Y,2,5,0.03,1770.072,355.174,2121.185159,459.956,0,0,2121.185,459.956,0.05,0.111
6246,1-5,21.33,21.33,SGIRD,3.5,1976,NR,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
6247,1,6.55,6.55,PPLNK,3.5,1975,RoR,0,Y,Y,2,5,0.55,306.561,252.236,354.729375,233.825,0,0,354.729,233.824,0.05,0.111
6248,1-3,12.19,12.19,PPLNK,3.5,1971,ST55,55,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,963.078759,397.5338866,963.079,397.534,0.05,0.111
6249,2,13.71,13.71,CBEAM,2.5,1953,ST55,55,Y,Y,2,5,0.71,959.868,333.398,1028.986329,371.126,1197.386646,428.2739579,1197.387,428.274,0.05,0.111
6249,3,11.43,11.43,CBEAM,2.5,1953,ST55,55,Y,Y,2,5,0.43,724.177,316.618,748.263598,330.656,853.4854697,381.9869831,853.485,381.987,0.05,0.111
6249,2,13.71,13.71,CBEAM,2.5,1968,ST55,55,Y,Y,2,5,0.71,959.868,333.398,1028.986329,371.126,1197.386646,428.2739579,1197.387,428.274,0.05,0.111
6249,3,11.43,11.43,CBEAM,2.5,1968,ST55,55,Y,Y,2,5,0.43,724.177,316.618,748.263598,330.656,853.4854697,381.9869831,853.485,381.987,0.05,0.111
6249,1,11.43,11.43,CBEAM,2.5,1953,ST55,55,Y,Y,2,5,0.43,724.177,316.618,748.263598,330.656,853.4854697,381.9869831,853.485,381.987,0.05,0.111
6249,1,11.43,11.43,CBEAM,2.5,1968,ST55,55,Y,Y,2,5,0.43,724.177,316.618,748.263598,330.656,853.4854697,381.9869831,853.485,381.987,0.05,0.111
6250,2,26.82,26.82,SGIRD,3.5,1972,RoR,0,Y,Y,2,5,0.82,2220.146,359.173,3061.843142,519.724,0,0,3061.843,519.724,0.05,0.111
6250,3,12.19,12.19,SGIRD,3.5,1972,RoR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
6250,1,12.19,12.19,SGIRD,3.5,1972,RoR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
6251,2,26.82,26.82,SGIRD,3.5,1972,RoR,0,Y,Y,2,5,0.82,2220.146,359.173,3061.843142,519.724,0,0,3061.843,519.724,0.05,0.111
6251,3,12.19,12.19,SGIRD,3.5,1972,RoR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
6251,1,12.19,12.19,SGIRD,3.5,1972,RoR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
6256,1-4,12.19,12.19,PPLNK,3.5,1971,ST59,59,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,963.078759,397.5338866,963.079,397.534,0.05,0.111
6257,1-8,6.09,6.09,CSLAB,2.5,1951,ST35,0,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,0,0,321.765,230.057,0.05,0.111
6257,1-8,6.09,6.09,CSLAB,2.5,1968,ST35,0,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,0,0,321.765,230.057,0.05,0.111
6262,1-5,6.09,6.09,CSLAB,2.5,1954,ST53,53,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,360.8225507,268.8048431,360.823,268.805,0.05,0.111
6280,1-3,9.14,9.14,PUNIT,3.5,1972,T39,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6281,1-3,9.14,9.14,PUNIT,3.5,1972,T39,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6283,2,7.46,7.46,CSLAB,2.5,1954,ST39,0,Y,Y,2,5,0.46,362.285,267.297,419.94225,245.537,0,0,419.942,245.537,0.05,0.111
6283,3,6.24,6.24,CSLAB,2.5,1954,ST39,0,Y,Y,2,5,0.24,292.052,246.363,332.514,231.286,0,0,332.514,231.286,0.05,0.111
6283,1,6.24,6.24,CSLAB,2.5,1954,ST39,0,Y,Y,2,5,0.24,292.052,246.363,332.514,231.286,0,0,332.514,231.286,0.05,0.111
6285,1-5,10,10,PUNIT,3.5,1976,T43,0,Y,Y,2,5,0,580.36,301.881,601.965,303.531,0,0,601.965,303.531,0.05,0.111
6297,1,10.91,10.91,PPLNK,3.5,1977,,0,Y,Y,2,5,0.91,670.439,311.754,686.6705962,320.051,0,0,686.671,320.051,0.05,0.111
6298,4-27,39.62,39.62,STROG,3.5,1977,NR,0,Y,Y,2,5,0.62,3394.948,363.484,5527.706318,599.462,0,0,5527.706,599.462,0.05,0.111
6298,2,79.25,79.25,SBOXG,3.5,1977,NR,0,Y,Y,2,5,0.25,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
6298,3,51.82,51.82,SBOXG,3.5,1977,NR,0,Y,Y,2,5,0.82,4922.229,422.207,7791.514536,632.385,0,0,7791.515,632.385,0.05,0.111
6298,1,51.82,51.82,SBOXG,3.5,1977,NR,0,Y,Y,2,5,0.82,4922.229,422.207,7791.514536,632.385,0,0,7791.515,632.385,0.05,0.111
6300,1-4,10.66,10.66,PUNIT,3.5,1973,NR,0,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,0,0,663.4,315.512,0.05,0.111
6311,2,38.1,38.1,PBOXG,5,1971,NR,0,Y,Y,2,5,0.1,3257.668,361.368,5240.641173,593.393,0,0,5240.641,593.393,0.05,0.111
6311,3,24.38,24.38,PBOXG,5,1971,NR,0,Y,Y,2,5,0.38,1992.075,357.517,2576.697383,492.591,0,0,2576.697,492.591,0.05,0.111
6311,1,24.38,24.38,PBOXG,5,1971,NR,0,Y,Y,2,5,0.38,1992.075,357.517,2576.697383,492.591,0,0,2576.697,492.591,0.05,0.111
6316,1-10,5.48,5.48,CSLAB,2.5,1976,ST29,0,Y,Y,2,5,0.48,256.482,228.025,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
6317,1-10,5.48,5.48,CSLAB,2.5,1976,ST29,0,Y,Y,2,5,0.48,256.482,228.025,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
6322,1-5,5.48,5.48,CSLAB,2.5,1977,,0,Y,Y,2,5,0.48,256.482,228.025,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
6334,2-6,15.84,15.84,PUNIT,3.5,1969,NR,0,Y,Y,2,5,0.84,1171.625,342.257,1293.517065,395.785,0,0,1293.517,395.785,0.05,0.111
6334,7,14.32,14.32,PUNIT,3.5,1969,NR,0,Y,Y,2,5,0.32,1021.094,336.382,1102.309629,379.156,0,0,1102.31,379.156,0.05,0.111
6334,1,14.32,14.32,PUNIT,3.5,1969,NR,0,Y,Y,2,5,0.32,1021.094,336.382,1102.309629,379.156,0,0,1102.31,379.156,0.05,0.111
6340,1-2,7.31,7.31,CSLAB,2.5,1933,ST49.0,49,Y,Y,2,3,0.31,323.331,209.805,409.192875,242.919,428.9375466,266.3176347,428.938,266.318,0.05,0.111
6340,1-2,7.53,7.53,PPLNK,3.5,1987,ST49.0,49,Y,Y,2,7,0.53,607.82,369.529,424.958625,246.758,445.464037,268.8851249,445.464,268.885,0.05,0.111
6341,1-2,7.53,7.53,PPLNK,3.5,1987,ST31.0,0,Y,Y,2,7,0.53,607.82,369.529,424.958625,246.758,0,0,424.959,246.758,0.05,0.111
6341,1-2,7.31,7.31,CSLAB,2.5,1934,ST31.0,0,Y,Y,2,3,0.31,323.331,209.805,409.192875,242.919,0,0,409.193,242.919,0.05,0.111
6346,2-6,13.71,13.71,PUNIT,3.5,1970,NR,0,Y,Y,2,5,0.71,959.868,333.398,1028.986329,371.126,0,0,1028.986,371.126,0.05,0.111
6346,7,11.27,11.27,PUNIT,3.5,1970,NR,0,Y,Y,2,5,0.27,707.496,315.171,728.4624723,327.318,0,0,728.462,327.318,0.05,0.111
6346,1,11.27,11.27,PUNIT,3.5,1970,NR,0,Y,Y,2,5,0.27,707.496,315.171,728.4624723,327.318,0,0,728.462,327.318,0.05,0.111
6347,1,10.66,10.66,PUNIT,3.5,1967,T37,0,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,0,0,663.4,315.512,0.05,0.111
6350,1-4,15.24,15.24,PUNIT,3.5,1964,ST61,61,Y,Y,2,5,0.24,1112.389,340.126,1214.849807,389.685,1445.362242,451.1023715,1445.362,451.102,0.05,0.111
6354,1,8.07,8.07,SBEAM,2.5,1931,ST53.0,53,Y,Y,2,3,0.07,366.848,216.708,463.656375,256.806,519.938063,295.7921287,519.938,295.792,0.05,0.111
6354,2,8.22,8.22,SBEAM,2.5,1931,ST53.0,53,Y,Y,2,3,0.22,375.435,218.076,474.40575,260.763,531.9922685,300.67742,531.992,300.677,0.05,0.111
6354,3,8.07,8.07,SBEAM,2.5,1931,ST53.0,53,Y,Y,2,3,0.07,366.848,216.708,463.656375,256.806,519.938063,295.7921287,519.938,295.792,0.05,0.111
6354,1,8.07,8.07,SBEAM,2.5,1964,ST53.0,53,Y,Y,2,5,0.07,409.103,275.925,463.656375,256.806,519.938063,295.7921287,519.938,295.792,0.05,0.111
6354,2,8.22,8.22,SBEAM,2.5,1964,ST53.0,53,Y,Y,2,5,0.22,422.231,277.972,474.40575,260.763,531.9922685,300.67742,531.992,300.677,0.05,0.111
6354,3,8.07,8.07,SBEAM,2.5,1964,ST53.0,53,Y,Y,2,5,0.07,409.103,275.925,463.656375,256.806,519.938063,295.7921287,519.938,295.792,0.05,0.111
6357,2-6,29.1,29.1,SGIRD,3.5,1976,NR,0,Y,N,2,5,0.1,2431.953,360.191,3092.828183,456.505,0,0,3092.828,456.505,0.05,0.111
6357,7,21.33,21.33,SGIRD,3.5,1976,NR,0,Y,N,2,5,0.33,1703.386,354.26,2026.959101,432.778,0,0,2026.959,432.778,0.05,0.111
6357,1,21.61,21.61,SGIRD,3.5,1976,NR,0,Y,N,2,5,0.61,1730.066,354.628,2064.028942,434.042,0,0,2064.029,434.042,0.05,0.111
6360,1-4,11,11,PPLNK,3.5,1990,,0,Y,Y,2,7,0,1061.28,426,695.0480727,321.685,0,0,695.048,321.685,0.05,0.111
6362,1-5,18,18,PPLNK,3.5,1992,NR,0,Y,Y,2,9,0,3093.751,756.25,1583.144943,413.76,0,0,1583.145,413.76,0.05,0.111
6364,1-4,7.62,7.62,CSLAB,2.5,1961,NR,0,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,0,0,431.408,248.329,0.05,0.111
6365,1-2,7.62,7.62,CSLAB,2.5,1960,ST49,49,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,452.224874,269.9354619,452.225,269.935,0.05,0.111
6366,1-3,9.14,9.14,PUNIT,3.5,1962,T33,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6371,2,27.95,27.95,SGIRD,3.5,1975,T40,0,Y,Y,2,5,0.95,2324.992,359.734,3284.633377,530.44,0,0,3284.633,530.44,0.05,0.111
6371,3,28.01,28.01,SGIRD,3.5,1975,T40,0,Y,Y,2,5,0.01,2330.558,359.762,3296.44533,530.994,0,0,3296.445,530.994,0.05,0.111
6371,4,28.25,28.25,SGIRD,3.5,1975,T40,0,Y,Y,2,5,0.25,2352.884,359.858,3343.516892,533.054,0,0,3343.517,533.054,0.05,0.111
6371,5,28.01,28.01,SGIRD,3.5,1975,T40,0,Y,Y,2,5,0.01,2330.558,359.762,3296.44533,530.994,0,0,3296.445,530.994,0.05,0.111
6371,6,14.02,14.02,SGIRD,3.5,1975,T40,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
6371,1,14.02,14.02,SGIRD,3.5,1975,T40,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
6373,1,6,6,PSLAB,2.5,1977,,0,Y,Y,2,5,0,280.82,241.817,315.315,229.32,0,0,315.315,229.32,0.05,0.111
6373,2,17,17,PGIRD,4,1977,,0,Y,Y,2,5,0,1285.498,345.812,1449.091058,406.169,0,0,1449.091,406.169,0.05,0.111
6373,3,6,6,PSLAB,2.5,1977,,0,Y,Y,2,5,0,280.82,241.817,315.315,229.32,0,0,315.315,229.32,0.05,0.111
6392,1-7,9.14,9.14,PUNIT,3.5,1966,T35,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6393,1-3,7.62,7.62,CSLAB,2.5,1961,ST49,49,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,452.224874,269.9354619,452.225,269.935,0.05,0.111
6395,1,6.4,6.4,CSLAB,2.5,1934,ST53.0,53,Y,Y,1,3,0.4,278.406,201.578,343.98,232.596,385.7345753,272.9686738,385.735,272.969,0.05,0.111
6395,2,7.31,7.31,CSLAB,2.5,1934,ST53.0,53,Y,Y,2,3,0.31,323.331,209.805,409.192875,242.919,458.8634219,284.8979347,458.863,284.898,0.05,0.111
6395,3,6.4,6.4,CSLAB,2.5,1934,ST53.0,53,Y,Y,2,3,0.4,278.406,201.578,343.98,232.596,385.7345753,272.9686738,385.735,272.969,0.05,0.111
6399,1-3,9.14,9.14,CBEAM,2.5,1941,ST57.0,57,Y,Y,1,4,0.14,372.468,206.434,540.33525,284.448,606.7592681,329.7286194,606.759,329.729,0.05,0.111
6400,1,11.12,11.12,CBEAM,2.5,1940,ST32.0,0,Y,Y,2,4,0.12,488.664,226.201,709.898917,324.188,0,0,709.899,324.188,0.05,0.111
6401,2-3,18.89,18.89,CBEAM,2.5,1930,ST42.5,0,Y,Y,2,3,0.89,1193.427,311.511,1701.95966,419.651,0,0,1701.96,419.651,0.05,0.111
6401,4,12.49,12.49,CBEAM,2.5,1930,ST42.5,0,Y,Y,2,3,0.49,650.692,258.116,879.6006292,351.484,0,0,879.601,351.484,0.05,0.111
6401,1,12.49,12.49,CBEAM,2.5,1930,ST42.5,0,Y,Y,1,3,0.49,650.692,258.116,879.6006292,351.484,0,0,879.601,351.484,0.05,0.111
6402,2,10.97,10.97,PUNIT,3.5,1964,RoR,0,Y,Y,2,5,0.97,676.378,312.405,692.2555805,321.14,0,0,692.256,321.14,0.05,0.111
6402,3,9.14,9.14,PUNIT,3.5,1964,RoR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6402,1,9.14,9.14,PUNIT,3.5,1964,RoR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
6403,1-2,12.19,12.19,SBEAM,2.5,1972,T44,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
6404,1,11,11,PPLNK,3.5,2002,ST50.0,50,Y,Y,2,9,0,1169.438,490,695.0480727,321.685,757.230354,357.2163507,757.23,357.216,0.05,0.111
6404,2,10,10,PPLNK,3.5,2002,ST50.0,50,Y,Y,2,9,0,976.25,453.75,601.965,303.531,651.3879584,336.8255693,651.388,336.826,0.05,0.111
6404,3,11,11,PPLNK,3.5,2002,ST50.0,50,Y,Y,2,9,0,1169.438,490,695.0480727,321.685,757.230354,357.2163507,757.23,357.216,0.05,0.111
6404,2,9.14,9.14,CBEAM,2.5,1940,ST50.0,50,Y,Y,2,4,0.14,372.468,206.434,540.33525,284.448,580.3784303,315.3925925,580.378,315.393,0.05,0.111
6404,3,7.62,7.62,CBEAM,2.5,1940,ST50.0,50,Y,Y,2,4,0.62,291.093,191.335,431.40825,248.329,462.7417315,276.2130307,462.742,276.213,0.05,0.111
6404,1,7.62,7.62,CBEAM,2.5,1940,ST50.0,50,Y,Y,2,4,0.62,291.093,191.335,431.40825,248.329,462.7417315,276.2130307,462.742,276.213,0.05,0.111
6408,2,14.02,14.02,CBEAM,2.5,1950,ST43,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
6408,3,18.28,18.28,CBEAM,2.5,1950,ST43,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
